2021-05-23 01:33:54,127 - classify1.py[line:68] - INFO: Namespace(batch_size=64, dataset='Subj', epoch=50, gpu=1, l2=0.0001, lr=0.0001, modelfilename='', modelname='TextCNN', modelnum=0, resultnum=132, seed=1, use_aug=0)
2021-05-23 01:33:58,680 - classify1.py[line:134] - INFO: {'word_embedding_dimension': 300, 'Epoch1': 5, 'Epoch2': 50, 'dropout': 0.1, 'label_num': 2, 'learning_rate1': 1e-05, 'learning_rate2': 0.0001, 'batch_size': 64, 'cuda': 1, 'negSampleNum': 3, 'poSampleNum': 1, 'max_bound': 1, 'kernel_sizes': [3, 4, 5], 'hidden_size': 256, 'hidden_layers': 1, 'bidirectional': True}
2021-05-23 01:33:58,963 - classify1.py[line:140] - INFO: before training: 0.5
2021-05-23 01:33:58,963 - classify1.py[line:154] - INFO: ...start training...
2021-05-23 01:33:59,124 - classify1.py[line:184] - INFO: Epoch 0, toal_loss 7.0209, aver loss 1.0030, train accuracy 0.5165, train auc 0.0000, test accuracy 0.5000, test auc 0.0000
2021-05-23 01:36:26,403 - classify1.py[line:184] - INFO: Epoch 1, toal_loss 34.4448, aver loss 0.2734, train accuracy 0.7792, train auc 0.0000, test accuracy 0.8113, test auc 0.0000
2021-05-23 01:36:27,587 - classify1.py[line:184] - INFO: Epoch 2, toal_loss 30.8095, aver loss 0.1630, train accuracy 0.8154, train auc 0.0000, test accuracy 0.8223, test auc 0.0000
2021-05-23 01:36:28,750 - classify1.py[line:184] - INFO: Epoch 3, toal_loss 28.5741, aver loss 0.1134, train accuracy 0.8174, train auc 0.0000, test accuracy 0.8293, test auc 0.0000
2021-05-23 01:36:29,800 - classify1.py[line:184] - INFO: Epoch 4, toal_loss 26.4256, aver loss 0.0839, train accuracy 0.8251, train auc 0.0000, test accuracy 0.8278, test auc 0.0000
2021-05-23 01:36:30,839 - classify1.py[line:184] - INFO: Epoch 5, toal_loss 25.5432, aver loss 0.0676, train accuracy 0.8323, train auc 0.0000, test accuracy 0.8383, test auc 0.0000
2021-05-23 01:36:31,885 - classify1.py[line:184] - INFO: Epoch 6, toal_loss 24.3634, aver loss 0.0552, train accuracy 0.8392, train auc 0.0000, test accuracy 0.8358, test auc 0.0000
2021-05-23 01:36:32,928 - classify1.py[line:184] - INFO: Epoch 7, toal_loss 23.9331, aver loss 0.0475, train accuracy 0.8499, train auc 0.0000, test accuracy 0.8438, test auc 0.0000
2021-05-23 01:36:33,972 - classify1.py[line:184] - INFO: Epoch 8, toal_loss 23.0346, aver loss 0.0406, train accuracy 0.8522, train auc 0.0000, test accuracy 0.8433, test auc 0.0000
2021-05-23 01:36:35,015 - classify1.py[line:184] - INFO: Epoch 9, toal_loss 22.5502, aver loss 0.0358, train accuracy 0.8489, train auc 0.0000, test accuracy 0.8328, test auc 0.0000
2021-05-23 01:36:36,056 - classify1.py[line:184] - INFO: Epoch 10, toal_loss 22.0033, aver loss 0.0318, train accuracy 0.8574, train auc 0.0000, test accuracy 0.8398, test auc 0.0000
2021-05-23 01:36:37,095 - classify1.py[line:184] - INFO: Epoch 11, toal_loss 21.9298, aver loss 0.0290, train accuracy 0.8569, train auc 0.0000, test accuracy 0.8423, test auc 0.0000
2021-05-23 01:36:38,335 - classify1.py[line:184] - INFO: Epoch 12, toal_loss 21.3191, aver loss 0.0260, train accuracy 0.8623, train auc 0.0000, test accuracy 0.8509, test auc 0.0000
2021-05-23 01:36:39,581 - classify1.py[line:184] - INFO: Epoch 13, toal_loss 21.2495, aver loss 0.0241, train accuracy 0.8633, train auc 0.0000, test accuracy 0.8443, test auc 0.0000
2021-05-23 01:36:40,823 - classify1.py[line:184] - INFO: Epoch 14, toal_loss 20.2968, aver loss 0.0215, train accuracy 0.8665, train auc 0.0000, test accuracy 0.8403, test auc 0.0000
2021-05-23 01:36:42,077 - classify1.py[line:184] - INFO: Epoch 15, toal_loss 20.7008, aver loss 0.0205, train accuracy 0.8673, train auc 0.0000, test accuracy 0.8393, test auc 0.0000
2021-05-23 01:36:43,318 - classify1.py[line:184] - INFO: Epoch 16, toal_loss 20.0615, aver loss 0.0187, train accuracy 0.8675, train auc 0.0000, test accuracy 0.8403, test auc 0.0000
2021-05-23 01:36:44,571 - classify1.py[line:184] - INFO: Epoch 17, toal_loss 20.1282, aver loss 0.0177, train accuracy 0.8695, train auc 0.0000, test accuracy 0.8428, test auc 0.0000
2021-05-23 01:36:45,840 - classify1.py[line:184] - INFO: Epoch 18, toal_loss 19.6332, aver loss 0.0164, train accuracy 0.8693, train auc 0.0000, test accuracy 0.8483, test auc 0.0000
2021-05-23 01:36:47,086 - classify1.py[line:184] - INFO: Epoch 19, toal_loss 19.3662, aver loss 0.0154, train accuracy 0.8720, train auc 0.0000, test accuracy 0.8423, test auc 0.0000
2021-05-23 01:36:48,312 - classify1.py[line:184] - INFO: Epoch 20, toal_loss 19.3120, aver loss 0.0146, train accuracy 0.8661, train auc 0.0000, test accuracy 0.8509, test auc 0.0000
2021-05-23 01:36:49,553 - classify1.py[line:184] - INFO: Epoch 21, toal_loss 19.2684, aver loss 0.0139, train accuracy 0.8685, train auc 0.0000, test accuracy 0.8438, test auc 0.0000
2021-05-23 01:36:50,785 - classify1.py[line:184] - INFO: Epoch 22, toal_loss 19.2679, aver loss 0.0133, train accuracy 0.8797, train auc 0.0000, test accuracy 0.8448, test auc 0.0000
2021-05-23 01:36:52,084 - classify1.py[line:184] - INFO: Epoch 23, toal_loss 19.0713, aver loss 0.0126, train accuracy 0.8765, train auc 0.0000, test accuracy 0.8473, test auc 0.0000
2021-05-23 01:36:53,326 - classify1.py[line:184] - INFO: Epoch 24, toal_loss 18.3252, aver loss 0.0116, train accuracy 0.8794, train auc 0.0000, test accuracy 0.8453, test auc 0.0000
2021-05-23 01:36:54,563 - classify1.py[line:184] - INFO: Epoch 25, toal_loss 18.3924, aver loss 0.0112, train accuracy 0.8844, train auc 0.0000, test accuracy 0.8504, test auc 0.0000
2021-05-23 01:36:55,808 - classify1.py[line:184] - INFO: Epoch 26, toal_loss 18.4556, aver loss 0.0108, train accuracy 0.8789, train auc 0.0000, test accuracy 0.8488, test auc 0.0000
2021-05-23 01:36:57,048 - classify1.py[line:184] - INFO: Epoch 27, toal_loss 17.9613, aver loss 0.0102, train accuracy 0.8836, train auc 0.0000, test accuracy 0.8514, test auc 0.0000
2021-05-23 01:36:58,291 - classify1.py[line:184] - INFO: Epoch 28, toal_loss 18.1487, aver loss 0.0099, train accuracy 0.8883, train auc 0.0000, test accuracy 0.8549, test auc 0.0000
2021-05-23 01:36:59,540 - classify1.py[line:184] - INFO: Epoch 29, toal_loss 18.0532, aver loss 0.0096, train accuracy 0.8817, train auc 0.0000, test accuracy 0.8524, test auc 0.0000
2021-05-23 01:37:00,781 - classify1.py[line:184] - INFO: Epoch 30, toal_loss 17.7044, aver loss 0.0091, train accuracy 0.8901, train auc 0.0000, test accuracy 0.8498, test auc 0.0000
2021-05-23 01:37:02,041 - classify1.py[line:184] - INFO: Epoch 31, toal_loss 17.5119, aver loss 0.0087, train accuracy 0.8896, train auc 0.0000, test accuracy 0.8514, test auc 0.0000
2021-05-23 01:37:03,272 - classify1.py[line:184] - INFO: Epoch 32, toal_loss 17.2847, aver loss 0.0083, train accuracy 0.8856, train auc 0.0000, test accuracy 0.8559, test auc 0.0000
2021-05-23 01:37:04,528 - classify1.py[line:184] - INFO: Epoch 33, toal_loss 17.4988, aver loss 0.0082, train accuracy 0.8891, train auc 0.0000, test accuracy 0.8544, test auc 0.0000
2021-05-23 01:37:05,788 - classify1.py[line:184] - INFO: Epoch 34, toal_loss 17.0396, aver loss 0.0077, train accuracy 0.8904, train auc 0.0000, test accuracy 0.8554, test auc 0.0000
2021-05-23 01:37:07,054 - classify1.py[line:184] - INFO: Epoch 35, toal_loss 17.3393, aver loss 0.0076, train accuracy 0.8889, train auc 0.0000, test accuracy 0.8569, test auc 0.0000
2021-05-23 01:37:08,316 - classify1.py[line:184] - INFO: Epoch 36, toal_loss 17.0374, aver loss 0.0073, train accuracy 0.8918, train auc 0.0000, test accuracy 0.8493, test auc 0.0000
2021-05-23 01:37:09,611 - classify1.py[line:184] - INFO: Epoch 37, toal_loss 17.2657, aver loss 0.0072, train accuracy 0.8956, train auc 0.0000, test accuracy 0.8564, test auc 0.0000
2021-05-23 01:37:10,871 - classify1.py[line:184] - INFO: Epoch 38, toal_loss 16.4970, aver loss 0.0067, train accuracy 0.8921, train auc 0.0000, test accuracy 0.8614, test auc 0.0000
2021-05-23 01:37:12,128 - classify1.py[line:184] - INFO: Epoch 39, toal_loss 16.7876, aver loss 0.0067, train accuracy 0.8933, train auc 0.0000, test accuracy 0.8493, test auc 0.0000
2021-05-23 01:37:13,381 - classify1.py[line:184] - INFO: Epoch 40, toal_loss 16.6279, aver loss 0.0064, train accuracy 0.8946, train auc 0.0000, test accuracy 0.8519, test auc 0.0000
2021-05-23 01:37:14,628 - classify1.py[line:184] - INFO: Epoch 41, toal_loss 16.7125, aver loss 0.0063, train accuracy 0.8903, train auc 0.0000, test accuracy 0.8559, test auc 0.0000
2021-05-23 01:37:15,888 - classify1.py[line:184] - INFO: Epoch 42, toal_loss 16.6645, aver loss 0.0062, train accuracy 0.8911, train auc 0.0000, test accuracy 0.8604, test auc 0.0000
2021-05-23 01:37:17,212 - classify1.py[line:184] - INFO: Epoch 43, toal_loss 16.1284, aver loss 0.0058, train accuracy 0.8960, train auc 0.0000, test accuracy 0.8554, test auc 0.0000
2021-05-23 01:37:18,456 - classify1.py[line:184] - INFO: Epoch 44, toal_loss 16.0610, aver loss 0.0057, train accuracy 0.8975, train auc 0.0000, test accuracy 0.8584, test auc 0.0000
2021-05-23 01:37:19,716 - classify1.py[line:184] - INFO: Epoch 45, toal_loss 16.2150, aver loss 0.0056, train accuracy 0.8988, train auc 0.0000, test accuracy 0.8534, test auc 0.0000
2021-05-23 01:37:20,969 - classify1.py[line:184] - INFO: Epoch 46, toal_loss 16.2980, aver loss 0.0055, train accuracy 0.8950, train auc 0.0000, test accuracy 0.8539, test auc 0.0000
2021-05-23 01:37:22,241 - classify1.py[line:184] - INFO: Epoch 47, toal_loss 16.2070, aver loss 0.0054, train accuracy 0.9030, train auc 0.0000, test accuracy 0.8614, test auc 0.0000
2021-05-23 01:37:23,528 - classify1.py[line:184] - INFO: Epoch 48, toal_loss 15.8138, aver loss 0.0051, train accuracy 0.8963, train auc 0.0000, test accuracy 0.8514, test auc 0.0000
2021-05-23 01:37:24,782 - classify1.py[line:184] - INFO: Epoch 49, toal_loss 15.6004, aver loss 0.0050, train accuracy 0.8963, train auc 0.0000, test accuracy 0.8504, test auc 0.0000
2021-05-23 01:37:25,249 - classify1.py[line:134] - INFO: {'word_embedding_dimension': 300, 'Epoch1': 5, 'Epoch2': 50, 'dropout': 0.1, 'label_num': 2, 'learning_rate1': 1e-05, 'learning_rate2': 0.0001, 'batch_size': 64, 'cuda': 1, 'negSampleNum': 3, 'poSampleNum': 1, 'max_bound': 1, 'kernel_sizes': [3, 4, 5], 'hidden_size': 256, 'hidden_layers': 1, 'bidirectional': True}
2021-05-23 01:37:25,268 - classify1.py[line:140] - INFO: before training: 0.5015015006065369
2021-05-23 01:37:25,268 - classify1.py[line:154] - INFO: ...start training...
2021-05-23 01:37:27,045 - classify1.py[line:184] - INFO: Epoch 0, toal_loss 43.3725, aver loss 0.5783, train accuracy 0.7102, train auc 0.0000, test accuracy 0.8053, test auc 0.0000
2021-05-23 01:37:28,714 - classify1.py[line:184] - INFO: Epoch 1, toal_loss 32.7550, aver loss 0.2184, train accuracy 0.8227, train auc 0.0000, test accuracy 0.8328, test auc 0.0000
2021-05-23 01:37:30,206 - classify1.py[line:184] - INFO: Epoch 2, toal_loss 29.9271, aver loss 0.1330, train accuracy 0.8279, train auc 0.0000, test accuracy 0.8333, test auc 0.0000
2021-05-23 01:37:31,705 - classify1.py[line:184] - INFO: Epoch 3, toal_loss 28.2910, aver loss 0.0943, train accuracy 0.8433, train auc 0.0000, test accuracy 0.8448, test auc 0.0000
2021-05-23 01:37:33,188 - classify1.py[line:184] - INFO: Epoch 4, toal_loss 26.8257, aver loss 0.0715, train accuracy 0.8468, train auc 0.0000, test accuracy 0.8473, test auc 0.0000
2021-05-23 01:37:34,701 - classify1.py[line:184] - INFO: Epoch 5, toal_loss 26.4366, aver loss 0.0587, train accuracy 0.8560, train auc 0.0000, test accuracy 0.8483, test auc 0.0000
2021-05-23 01:37:36,216 - classify1.py[line:184] - INFO: Epoch 6, toal_loss 25.7511, aver loss 0.0490, train accuracy 0.8623, train auc 0.0000, test accuracy 0.8478, test auc 0.0000
2021-05-23 01:37:37,714 - classify1.py[line:184] - INFO: Epoch 7, toal_loss 25.0417, aver loss 0.0417, train accuracy 0.8612, train auc 0.0000, test accuracy 0.8443, test auc 0.0000
2021-05-23 01:37:39,188 - classify1.py[line:184] - INFO: Epoch 8, toal_loss 24.4883, aver loss 0.0363, train accuracy 0.8637, train auc 0.0000, test accuracy 0.8504, test auc 0.0000
2021-05-23 01:37:40,679 - classify1.py[line:184] - INFO: Epoch 9, toal_loss 24.4186, aver loss 0.0326, train accuracy 0.8652, train auc 0.0000, test accuracy 0.8483, test auc 0.0000
2021-05-23 01:37:42,169 - classify1.py[line:184] - INFO: Epoch 10, toal_loss 23.9113, aver loss 0.0290, train accuracy 0.8683, train auc 0.0000, test accuracy 0.8433, test auc 0.0000
2021-05-23 01:37:43,659 - classify1.py[line:184] - INFO: Epoch 11, toal_loss 23.6871, aver loss 0.0263, train accuracy 0.8685, train auc 0.0000, test accuracy 0.8534, test auc 0.0000
2021-05-23 01:37:45,184 - classify1.py[line:184] - INFO: Epoch 12, toal_loss 23.1629, aver loss 0.0238, train accuracy 0.8731, train auc 0.0000, test accuracy 0.8609, test auc 0.0000
2021-05-23 01:37:46,595 - classify1.py[line:184] - INFO: Epoch 13, toal_loss 22.8118, aver loss 0.0217, train accuracy 0.8752, train auc 0.0000, test accuracy 0.8534, test auc 0.0000
2021-05-23 01:37:47,905 - classify1.py[line:184] - INFO: Epoch 14, toal_loss 22.5060, aver loss 0.0200, train accuracy 0.8773, train auc 0.0000, test accuracy 0.8544, test auc 0.0000
2021-05-23 01:37:49,394 - classify1.py[line:184] - INFO: Epoch 15, toal_loss 22.0014, aver loss 0.0183, train accuracy 0.8802, train auc 0.0000, test accuracy 0.8584, test auc 0.0000
2021-05-23 01:37:50,878 - classify1.py[line:184] - INFO: Epoch 16, toal_loss 21.9586, aver loss 0.0172, train accuracy 0.8831, train auc 0.0000, test accuracy 0.8614, test auc 0.0000
2021-05-23 01:37:52,348 - classify1.py[line:184] - INFO: Epoch 17, toal_loss 21.9851, aver loss 0.0163, train accuracy 0.8821, train auc 0.0000, test accuracy 0.8539, test auc 0.0000
2021-05-23 01:37:53,826 - classify1.py[line:184] - INFO: Epoch 18, toal_loss 21.6890, aver loss 0.0152, train accuracy 0.8862, train auc 0.0000, test accuracy 0.8584, test auc 0.0000
2021-05-23 01:37:55,331 - classify1.py[line:184] - INFO: Epoch 19, toal_loss 21.1147, aver loss 0.0141, train accuracy 0.8883, train auc 0.0000, test accuracy 0.8564, test auc 0.0000
2021-05-23 01:37:56,835 - classify1.py[line:184] - INFO: Epoch 20, toal_loss 21.4239, aver loss 0.0136, train accuracy 0.8875, train auc 0.0000, test accuracy 0.8634, test auc 0.0000
2021-05-23 01:37:58,347 - classify1.py[line:184] - INFO: Epoch 21, toal_loss 21.2123, aver loss 0.0129, train accuracy 0.8881, train auc 0.0000, test accuracy 0.8564, test auc 0.0000
2021-05-23 01:37:59,866 - classify1.py[line:184] - INFO: Epoch 22, toal_loss 20.8746, aver loss 0.0121, train accuracy 0.8891, train auc 0.0000, test accuracy 0.8614, test auc 0.0000
2021-05-23 01:38:01,911 - classify1.py[line:184] - INFO: Epoch 23, toal_loss 20.5175, aver loss 0.0114, train accuracy 0.8904, train auc 0.0000, test accuracy 0.8594, test auc 0.0000
2021-05-23 01:38:03,591 - classify1.py[line:184] - INFO: Epoch 24, toal_loss 20.5010, aver loss 0.0109, train accuracy 0.8889, train auc 0.0000, test accuracy 0.8584, test auc 0.0000
2021-05-23 01:38:05,251 - classify1.py[line:184] - INFO: Epoch 25, toal_loss 19.8966, aver loss 0.0102, train accuracy 0.8937, train auc 0.0000, test accuracy 0.8604, test auc 0.0000
2021-05-23 01:38:06,799 - classify1.py[line:184] - INFO: Epoch 26, toal_loss 19.8654, aver loss 0.0098, train accuracy 0.8925, train auc 0.0000, test accuracy 0.8599, test auc 0.0000
2021-05-23 01:38:08,292 - classify1.py[line:184] - INFO: Epoch 27, toal_loss 19.6870, aver loss 0.0094, train accuracy 0.8950, train auc 0.0000, test accuracy 0.8614, test auc 0.0000
2021-05-23 01:38:09,809 - classify1.py[line:184] - INFO: Epoch 28, toal_loss 19.4658, aver loss 0.0089, train accuracy 0.8931, train auc 0.0000, test accuracy 0.8654, test auc 0.0000
2021-05-23 01:38:11,287 - classify1.py[line:184] - INFO: Epoch 29, toal_loss 19.6142, aver loss 0.0087, train accuracy 0.8989, train auc 0.0000, test accuracy 0.8609, test auc 0.0000
2021-05-23 01:38:12,796 - classify1.py[line:184] - INFO: Epoch 30, toal_loss 19.4566, aver loss 0.0084, train accuracy 0.8954, train auc 0.0000, test accuracy 0.8604, test auc 0.0000
2021-05-23 01:38:14,284 - classify1.py[line:184] - INFO: Epoch 31, toal_loss 19.2407, aver loss 0.0080, train accuracy 0.8954, train auc 0.0000, test accuracy 0.8544, test auc 0.0000
2021-05-23 01:38:15,772 - classify1.py[line:184] - INFO: Epoch 32, toal_loss 18.7635, aver loss 0.0076, train accuracy 0.9004, train auc 0.0000, test accuracy 0.8609, test auc 0.0000
2021-05-23 01:38:17,260 - classify1.py[line:184] - INFO: Epoch 33, toal_loss 19.2687, aver loss 0.0076, train accuracy 0.8985, train auc 0.0000, test accuracy 0.8594, test auc 0.0000
2021-05-23 01:38:18,807 - classify1.py[line:184] - INFO: Epoch 34, toal_loss 18.7573, aver loss 0.0071, train accuracy 0.8979, train auc 0.0000, test accuracy 0.8649, test auc 0.0000
2021-05-23 01:38:20,297 - classify1.py[line:184] - INFO: Epoch 35, toal_loss 18.7207, aver loss 0.0069, train accuracy 0.8975, train auc 0.0000, test accuracy 0.8664, test auc 0.0000
2021-05-23 01:38:21,673 - classify1.py[line:184] - INFO: Epoch 36, toal_loss 18.8369, aver loss 0.0068, train accuracy 0.9012, train auc 0.0000, test accuracy 0.8624, test auc 0.0000
2021-05-23 01:38:22,946 - classify1.py[line:184] - INFO: Epoch 37, toal_loss 18.3985, aver loss 0.0065, train accuracy 0.8979, train auc 0.0000, test accuracy 0.8649, test auc 0.0000
2021-05-23 01:38:24,333 - classify1.py[line:184] - INFO: Epoch 38, toal_loss 18.6599, aver loss 0.0064, train accuracy 0.9033, train auc 0.0000, test accuracy 0.8684, test auc 0.0000
2021-05-23 01:38:25,827 - classify1.py[line:184] - INFO: Epoch 39, toal_loss 18.2139, aver loss 0.0061, train accuracy 0.9041, train auc 0.0000, test accuracy 0.8569, test auc 0.0000
2021-05-23 01:38:27,386 - classify1.py[line:184] - INFO: Epoch 40, toal_loss 17.9468, aver loss 0.0058, train accuracy 0.8994, train auc 0.0000, test accuracy 0.8619, test auc 0.0000
2021-05-23 01:38:29,571 - classify1.py[line:184] - INFO: Epoch 41, toal_loss 17.9931, aver loss 0.0057, train accuracy 0.9010, train auc 0.0000, test accuracy 0.8594, test auc 0.0000
2021-05-23 01:38:31,767 - classify1.py[line:184] - INFO: Epoch 42, toal_loss 17.9505, aver loss 0.0056, train accuracy 0.9083, train auc 0.0000, test accuracy 0.8634, test auc 0.0000
2021-05-23 01:38:33,391 - classify1.py[line:184] - INFO: Epoch 43, toal_loss 18.2827, aver loss 0.0055, train accuracy 0.9050, train auc 0.0000, test accuracy 0.8609, test auc 0.0000
2021-05-23 01:38:34,718 - classify1.py[line:184] - INFO: Epoch 44, toal_loss 17.9209, aver loss 0.0053, train accuracy 0.9083, train auc 0.0000, test accuracy 0.8709, test auc 0.0000
2021-05-23 01:38:36,173 - classify1.py[line:184] - INFO: Epoch 45, toal_loss 17.7748, aver loss 0.0052, train accuracy 0.9069, train auc 0.0000, test accuracy 0.8654, test auc 0.0000
2021-05-23 01:38:37,670 - classify1.py[line:184] - INFO: Epoch 46, toal_loss 17.8891, aver loss 0.0051, train accuracy 0.9094, train auc 0.0000, test accuracy 0.8609, test auc 0.0000
2021-05-23 01:38:39,168 - classify1.py[line:184] - INFO: Epoch 47, toal_loss 17.4938, aver loss 0.0049, train accuracy 0.9077, train auc 0.0000, test accuracy 0.8739, test auc 0.0000
2021-05-23 01:38:40,663 - classify1.py[line:184] - INFO: Epoch 48, toal_loss 17.4859, aver loss 0.0048, train accuracy 0.9135, train auc 0.0000, test accuracy 0.8569, test auc 0.0000
2021-05-23 01:38:42,149 - classify1.py[line:184] - INFO: Epoch 49, toal_loss 17.2276, aver loss 0.0046, train accuracy 0.9087, train auc 0.0000, test accuracy 0.8664, test auc 0.0000
2021-05-23 01:38:42,616 - classify1.py[line:134] - INFO: {'word_embedding_dimension': 300, 'Epoch1': 5, 'Epoch2': 50, 'dropout': 0.1, 'label_num': 2, 'learning_rate1': 1e-05, 'learning_rate2': 0.0001, 'batch_size': 64, 'cuda': 1, 'negSampleNum': 3, 'poSampleNum': 1, 'max_bound': 1, 'kernel_sizes': [3, 4, 5], 'hidden_size': 256, 'hidden_layers': 1, 'bidirectional': True}
2021-05-23 01:38:42,634 - classify1.py[line:140] - INFO: before training: 0.5
2021-05-23 01:38:42,634 - classify1.py[line:154] - INFO: ...start training...
2021-05-23 01:38:44,590 - classify1.py[line:184] - INFO: Epoch 0, toal_loss 59.0009, aver loss 0.6705, train accuracy 0.5882, train auc 0.0000, test accuracy 0.7482, test auc 0.0000
2021-05-23 01:38:46,443 - classify1.py[line:184] - INFO: Epoch 1, toal_loss 45.5030, aver loss 0.2585, train accuracy 0.8118, train auc 0.0000, test accuracy 0.8273, test auc 0.0000
2021-05-23 01:38:48,256 - classify1.py[line:184] - INFO: Epoch 2, toal_loss 39.3091, aver loss 0.1489, train accuracy 0.8407, train auc 0.0000, test accuracy 0.8378, test auc 0.0000
2021-05-23 01:38:49,985 - classify1.py[line:184] - INFO: Epoch 3, toal_loss 35.6067, aver loss 0.1012, train accuracy 0.8411, train auc 0.0000, test accuracy 0.8383, test auc 0.0000
2021-05-23 01:38:51,729 - classify1.py[line:184] - INFO: Epoch 4, toal_loss 33.7080, aver loss 0.0766, train accuracy 0.8425, train auc 0.0000, test accuracy 0.8343, test auc 0.0000
2021-05-23 01:38:53,486 - classify1.py[line:184] - INFO: Epoch 5, toal_loss 32.3541, aver loss 0.0613, train accuracy 0.8446, train auc 0.0000, test accuracy 0.8403, test auc 0.0000
2021-05-23 01:38:55,259 - classify1.py[line:184] - INFO: Epoch 6, toal_loss 31.5083, aver loss 0.0511, train accuracy 0.8528, train auc 0.0000, test accuracy 0.8438, test auc 0.0000
2021-05-23 01:38:57,024 - classify1.py[line:184] - INFO: Epoch 7, toal_loss 30.7132, aver loss 0.0436, train accuracy 0.8567, train auc 0.0000, test accuracy 0.8478, test auc 0.0000
2021-05-23 01:38:58,846 - classify1.py[line:184] - INFO: Epoch 8, toal_loss 29.8868, aver loss 0.0377, train accuracy 0.8567, train auc 0.0000, test accuracy 0.8493, test auc 0.0000
2021-05-23 01:39:00,646 - classify1.py[line:184] - INFO: Epoch 9, toal_loss 29.7078, aver loss 0.0338, train accuracy 0.8604, train auc 0.0000, test accuracy 0.8504, test auc 0.0000
2021-05-23 01:39:02,381 - classify1.py[line:184] - INFO: Epoch 10, toal_loss 29.0815, aver loss 0.0300, train accuracy 0.8601, train auc 0.0000, test accuracy 0.8559, test auc 0.0000
2021-05-23 01:39:04,127 - classify1.py[line:184] - INFO: Epoch 11, toal_loss 28.7718, aver loss 0.0272, train accuracy 0.8642, train auc 0.0000, test accuracy 0.8549, test auc 0.0000
2021-05-23 01:39:05,737 - classify1.py[line:184] - INFO: Epoch 12, toal_loss 28.1316, aver loss 0.0246, train accuracy 0.8636, train auc 0.0000, test accuracy 0.8544, test auc 0.0000
2021-05-23 01:39:07,236 - classify1.py[line:184] - INFO: Epoch 13, toal_loss 27.7737, aver loss 0.0225, train accuracy 0.8691, train auc 0.0000, test accuracy 0.8504, test auc 0.0000
2021-05-23 01:39:08,975 - classify1.py[line:184] - INFO: Epoch 14, toal_loss 27.7160, aver loss 0.0210, train accuracy 0.8713, train auc 0.0000, test accuracy 0.8453, test auc 0.0000
2021-05-23 01:39:10,712 - classify1.py[line:184] - INFO: Epoch 15, toal_loss 27.3217, aver loss 0.0194, train accuracy 0.8759, train auc 0.0000, test accuracy 0.8473, test auc 0.0000
2021-05-23 01:39:12,484 - classify1.py[line:184] - INFO: Epoch 16, toal_loss 27.5149, aver loss 0.0184, train accuracy 0.8753, train auc 0.0000, test accuracy 0.8569, test auc 0.0000
2021-05-23 01:39:14,057 - classify1.py[line:184] - INFO: Epoch 17, toal_loss 26.6807, aver loss 0.0168, train accuracy 0.8778, train auc 0.0000, test accuracy 0.8504, test auc 0.0000
2021-05-23 01:39:15,533 - classify1.py[line:184] - INFO: Epoch 18, toal_loss 26.2325, aver loss 0.0157, train accuracy 0.8757, train auc 0.0000, test accuracy 0.8559, test auc 0.0000
2021-05-23 01:39:17,257 - classify1.py[line:184] - INFO: Epoch 19, toal_loss 25.8301, aver loss 0.0147, train accuracy 0.8822, train auc 0.0000, test accuracy 0.8569, test auc 0.0000
2021-05-23 01:39:19,004 - classify1.py[line:184] - INFO: Epoch 20, toal_loss 26.0271, aver loss 0.0141, train accuracy 0.8817, train auc 0.0000, test accuracy 0.8569, test auc 0.0000
2021-05-23 01:39:21,198 - classify1.py[line:184] - INFO: Epoch 21, toal_loss 25.9296, aver loss 0.0134, train accuracy 0.8862, train auc 0.0000, test accuracy 0.8614, test auc 0.0000
2021-05-23 01:39:23,500 - classify1.py[line:184] - INFO: Epoch 22, toal_loss 25.1382, aver loss 0.0124, train accuracy 0.8839, train auc 0.0000, test accuracy 0.8619, test auc 0.0000
2021-05-23 01:39:25,260 - classify1.py[line:184] - INFO: Epoch 23, toal_loss 25.2454, aver loss 0.0120, train accuracy 0.8803, train auc 0.0000, test accuracy 0.8539, test auc 0.0000
2021-05-23 01:39:27,000 - classify1.py[line:184] - INFO: Epoch 24, toal_loss 25.7961, aver loss 0.0117, train accuracy 0.8814, train auc 0.0000, test accuracy 0.8639, test auc 0.0000
2021-05-23 01:39:28,761 - classify1.py[line:184] - INFO: Epoch 25, toal_loss 24.3788, aver loss 0.0107, train accuracy 0.8851, train auc 0.0000, test accuracy 0.8679, test auc 0.0000
2021-05-23 01:39:30,530 - classify1.py[line:184] - INFO: Epoch 26, toal_loss 24.7602, aver loss 0.0104, train accuracy 0.8837, train auc 0.0000, test accuracy 0.8609, test auc 0.0000
2021-05-23 01:39:32,270 - classify1.py[line:184] - INFO: Epoch 27, toal_loss 24.4723, aver loss 0.0099, train accuracy 0.8885, train auc 0.0000, test accuracy 0.8559, test auc 0.0000
2021-05-23 01:39:34,047 - classify1.py[line:184] - INFO: Epoch 28, toal_loss 24.3918, aver loss 0.0096, train accuracy 0.8885, train auc 0.0000, test accuracy 0.8574, test auc 0.0000
2021-05-23 01:39:35,778 - classify1.py[line:184] - INFO: Epoch 29, toal_loss 24.0481, aver loss 0.0091, train accuracy 0.8848, train auc 0.0000, test accuracy 0.8624, test auc 0.0000
2021-05-23 01:39:37,544 - classify1.py[line:184] - INFO: Epoch 30, toal_loss 24.0227, aver loss 0.0088, train accuracy 0.8933, train auc 0.0000, test accuracy 0.8579, test auc 0.0000
